ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
277,ERIK,Male,North,KARNATAKA,560041,INDIVIDUAL,VOTER_ID,88948,Residential,3,08-06-2021,10-08-2024,08-07-2021,Approved,1460,HEM CHAND,Installation pending
278,COLLEEN,Male,North,KARNATAKA,560046,INDIVIDUAL,VOTER_ID,92639,Residential,12,07-05-2021,31-01-2022,07-06-2021,Approved,1460,HEM CHAND,Installation pending
279,ALYSSA,Male,North,KARNATAKA,560051,INDIVIDUAL,AADHAR,3.97E+11,Residential,2,13-07-2021,30-06-2024,13-08-2021,Approved,4510,VINOD GUPTA,Installation pending
280,RAFAEL,Male,North,KARNATAKA,560004,JOINT,AADHAR,7.49E+11,Commercial,10,07-03-2021,17-12-2024,07-04-2021,Connection Released,1460,HEM CHAND,Installation completed
281,ROSE,Male,North,KARNATAKA,560064,INDIVIDUAL,PAN,4690945,Residential,9,20-01-2021,30-06-2024,20-02-2021,Connection Released,1460,HEM CHAND,Installation completed
282,KRISTINA,Male,North,KARNATAKA,560010,INDIVIDUAL,PAN,2360313,Commercial,1,27-07-2021,26-12-2024,27-08-2021,Connection Released,2456,RAHUL SINGH,Installation completed
283,BRUCE,Male,North,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,70770,Commercial,11,19-11-2021,21-04-2024,19-12-2021,Approved,1460,HEM CHAND,Installation pending
284,SAMUEL,Male,North,KARNATAKA,560048,INDIVIDUAL,AADHAR,3.13E+11,Residential,11,06-10-2021,07-10-2024,06-11-2021,Approved,4510,VINOD GUPTA,Installation pending
285,SONIA,Male,North,KARNATAKA,560051,INDIVIDUAL,VOTER_ID,74590,Residential,6,16-10-2021,20-10-2024,16-11-2021,Connection Released,4510,VINOD GUPTA,Installation completed
286,ADRIÁN,Male,North,KARNATAKA,560031,INDIVIDUAL,VOTER_ID,86638,Commercial,9,16-08-2021,25-11-2024,16-09-2021,Connection Released,4510,VINOD GUPTA,Installation completed
287,NIKKI,Male,North,KARNATAKA,560018,INDIVIDUAL,PAN,4320680,Commercial,11,03-10-2021,19-02-2024,03-11-2021,Connection Released,2456,RAHUL SINGH,Installation completed
288,ELAINE,Male,North,KARNATAKA,560032,INDIVIDUAL,PAN,9242719,Residential,3,24-02-2021,26-10-2024,24-03-2021,Connection Released,1678,Manoj Pandey,Installation completed
289,GLORIA,Male,North,KARNATAKA,560051,INDIVIDUAL,PASSPORT,273099507,Commercial,3,07-11-2021,02-06-2024,07-12-2021,Connection Released,4510,VINOD GUPTA,Installation completed
290,BRENDA,Male,North,KARNATAKA,560042,INDIVIDUAL,AADHAR,9.02E+11,Residential,2,22-03-2021,23-06-2024,22-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
291,JENNA,Male,North,KARNATAKA,560033,INDIVIDUAL,AADHAR,7.94E+11,Commercial,6,19-06-2021,28-02-2024,19-07-2021,Approved,2456,RAHUL SINGH,Installation pending
292,JOYCE,Male,North,KARNATAKA,560024,INDIVIDUAL,VOTER_ID,95228,Residential,10,19-11-2021,09-10-2024,19-12-2021,Approved,1678,Manoj Pandey,Installation pending
293,TERESA,Male,North,KARNATAKA,560005,INDIVIDUAL,AADHAR,8.71E+11,Residential,3,03-02-2021,15-03-2024,03-03-2021,Connection Released,2456,RAHUL SINGH,Installation completed
294,NEIL,Male,North,KARNATAKA,560021,JOINT,AADHAR,7.82E+11,Residential,10,29-06-2021,15-03-2024,29-07-2021,Connection Released,4510,VINOD GUPTA,Installation completed
295,ELENA,Male,North,KARNATAKA,560025,INDIVIDUAL,PAN,5977441,Residential,1,16-10-2021,10-01-2022,16-11-2021,Connection Released,1460,HEM CHAND,Installation completed
296,RONALD,Male,North,KARNATAKA,560016,INDIVIDUAL,PASSPORT,280274260,Commercial,6,21-05-2021,02-03-2024,21-06-2021,Approved,1460,HEM CHAND,Installation pending
297,ALBERT,Male,North,KARNATAKA,560036,INDIVIDUAL,PAN,1752549,Residential,3,13-07-2021,03-03-2024,13-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
298,MARINA,Male,North,KARNATAKA,560014,INDIVIDUAL,VOTER_ID,86568,Residential,3,01-12-2021,07-12-2024,01-01-2022,Connection Released,1678,Manoj Pandey,Installation completed
299,CARL,Male,North,KARNATAKA,560060,JOINT,PAN,4553378,Commercial,1,27-04-2021,17-07-2024,27-05-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
300,CLAIRE,Male,North,KARNATAKA,560036,INDIVIDUAL,PASSPORT,998098223,Residential,3,26-05-2021,25-03-2024,26-06-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
301,RUTH,Male,North,KARNATAKA,560041,INDIVIDUAL,PAN,7141779,Residential,11,26-07-2021,02-02-2024,26-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
302,MEREDITH,Male,North,KARNATAKA,560028,INDIVIDUAL,PAN,4162655,Residential,12,20-08-2021,28-07-2024,20-09-2021,Connection Released,2456,RAHUL SINGH,Installation completed
303,RANDY,Male,North,KARNATAKA,560036,INDIVIDUAL,VOTER_ID,97559,Commercial,9,03-02-2021,21-05-2024,03-03-2021,Approved,2456,RAHUL SINGH,Installation pending
304,IVÁN,Male,North,KARNATAKA,560049,INDIVIDUAL,PASSPORT,123717197,Commercial,11,24-09-2021,24-07-2024,24-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
305,JACOB,Male,North,KARNATAKA,560055,INDIVIDUAL,AADHAR,9.91E+11,Residential,3,16-06-2021,09-09-2024,16-07-2021,Approved,1460,HEM CHAND,Installation pending
306,JARED,Male,North,KARNATAKA,560016,INDIVIDUAL,PASSPORT,728059726,Residential,10,02-11-2021,06-11-2024,02-12-2021,Approved,1678,Manoj Pandey,Installation pending
307,LAURIE,Male,North,KARNATAKA,560019,INDIVIDUAL,VOTER_ID,84838,Residential,3,27-10-2021,28-08-2024,27-11-2021,Connection Released,4510,VINOD GUPTA,Installation completed
308,HÉCTOR,Male,North,KARNATAKA,560013,INDIVIDUAL,AADHAR,2.74E+11,Residential,6,11-12-2021,10-05-2024,11-01-2022,Connection Released,2456,RAHUL SINGH,Installation completed
309,MEGHAN,Male,North,KARNATAKA,560059,INDIVIDUAL,VOTER_ID,98215,Residential,10,16-07-2021,17-08-2024,16-08-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
310,MIRIAM,Male,North,KARNATAKA,560018,INDIVIDUAL,AADHAR,6.00E+11,Residential,3,05-10-2021,02-11-2024,05-11-2021,Approved,1678,Manoj Pandey,Installation pending
311,LYNN,Male,North,KARNATAKA,560052,JOINT,PAN,8117463,Commercial,3,18-03-2021,20-07-2024,18-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
312,BRAD,Male,North,KARNATAKA,560034,INDIVIDUAL,AADHAR,6.73E+11,Commercial,2,23-12-2021,11-12-2024,23-01-2022,Connection Released,1678,Manoj Pandey,Installation completed
313,LUCY,Male,North,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,79126,Residential,6,03-07-2021,06-06-2024,03-08-2021,Approved,1678,Manoj Pandey,Installation pending
314,RICARDO,Male,North,KARNATAKA,560036,INDIVIDUAL,PAN,1084875,Commercial,4,04-11-2021,16-03-2024,04-12-2021,Approved,1311,Sudhanshu Gupta,Installation pending
315,EMMA,Male,North,KARNATAKA,560045,INDIVIDUAL,PAN,1247157,Commercial,9,11-02-2021,15-07-2024,11-03-2021,Approved,1311,Sudhanshu Gupta,Installation pending
316,CARRIE,Male,North,KARNATAKA,560058,INDIVIDUAL,AADHAR,4.15E+11,Residential,1,29-07-2021,08-09-2024,29-08-2021,Approved,2456,RAHUL SINGH,Installation pending
317,BRËNDAN,Male,North,KARNATAKA,560057,INDIVIDUAL,PAN,3440757,Residential,7,01-01-2021,29-11-2024,01-02-2021,Connection Released,4510,VINOD GUPTA,Installation completed
318,REGINA,Male,North,KARNATAKA,560065,INDIVIDUAL,PASSPORT,680830075,Residential,2,22-06-2021,04-11-2024,22-07-2021,Connection Released,1460,HEM CHAND,Installation completed
319,HANNAH,Male,North,KARNATAKA,560004,INDIVIDUAL,VOTER_ID,98882,Residential,4,26-05-2021,29-01-2022,26-06-2021,Connection Released,1460,HEM CHAND,Installation completed
320,CRISTINA,Male,North,KARNATAKA,560003,JOINT,PASSPORT,337504092,Commercial,3,19-11-2021,30-06-2024,19-12-2021,Approved,1678,Manoj Pandey,Installation pending
321,ARIEL,Male,North,KARNATAKA,560018,JOINT,PASSPORT,408034043,Commercial,4,16-01-2021,17-02-2024,16-02-2021,Approved,1460,HEM CHAND,Installation pending
322,ESTHER,Male,North,KARNATAKA,560009,INDIVIDUAL,AADHAR,2.30E+11,Commercial,5,08-04-2021,14-12-2024,08-05-2021,Connection Released,4510,VINOD GUPTA,Installation completed
323,COREY,Male,North,KARNATAKA,560049,JOINT,VOTER_ID,81603,Residential,8,26-11-2021,13-01-2022,26-12-2021,Approved,4510,VINOD GUPTA,Installation pending
324,CAITLIN,Male,North,KARNATAKA,560038,INDIVIDUAL,AADHAR,6.14E+11,Commercial,12,16-08-2021,23-02-2024,16-09-2021,Connection Released,1460,HEM CHAND,Installation completed
325,EVA,Male,North,KARNATAKA,560008,INDIVIDUAL,AADHAR,2.67E+11,Commercial,10,07-04-2021,22-08-2024,07-05-2021,Connection Released,1460,HEM CHAND,Installation completed
326,BRETT,Male,North,KARNATAKA,560045,INDIVIDUAL,PAN,4507777,Residential,4,26-10-2021,22-07-2024,26-11-2021,Connection Released,2456,RAHUL SINGH,Installation completed
327,DOUGLAS,Male,North,KARNATAKA,560034,INDIVIDUAL,AADHAR,7.47E+11,Residential,9,27-12-2021,20-10-2024,27-01-2022,Connection Released,1311,Sudhanshu Gupta,Installation completed
328,EUGENE,Male,North,KARNATAKA,560012,INDIVIDUAL,PASSPORT,482788945,Commercial,1,12-06-2021,23-11-2024,12-07-2021,Connection Released,1460,HEM CHAND,Installation completed
329,DOUG,Male,North,KARNATAKA,560012,INDIVIDUAL,PASSPORT,933240949,Commercial,12,26-07-2021,19-06-2024,26-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
330,FRED,Male,North,KARNATAKA,560022,INDIVIDUAL,AADHAR,5.82E+11,Residential,10,15-05-2021,03-02-2024,15-06-2021,Connection Released,2456,RAHUL SINGH,Installation completed
331,TERRY,Male,North,KARNATAKA,560017,INDIVIDUAL,PAN,5818951,Residential,3,09-02-2021,23-01-2022,09-03-2021,Connection Released,4510,VINOD GUPTA,Installation completed
332,DON,Male,North,KARNATAKA,560005,JOINT,AADHAR,9.05E+11,Residential,5,27-10-2021,13-06-2024,27-11-2021,Connection Released,2456,RAHUL SINGH,Installation completed
333,SIMÓN,Male,North,KARNATAKA,560012,JOINT,VOTER_ID,95146,Commercial,3,17-04-2021,29-09-2024,17-05-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
334,RALPH,Male,North,KARNATAKA,560043,INDIVIDUAL,PAN,6378896,Commercial,11,26-07-2021,01-11-2024,26-08-2021,Connection Released,1678,Manoj Pandey,Installation completed
335,SETH,Male,North,KARNATAKA,560013,INDIVIDUAL,AADHAR,4.31E+11,Commercial,12,30-05-2021,09-04-2024,30-06-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
336,NATHAN,Male,North,KARNATAKA,560041,INDIVIDUAL,AADHAR,4.34E+11,Commercial,1,22-08-2021,29-06-2024,22-09-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
337,JANICE,Male,North,KARNATAKA,560037,INDIVIDUAL,AADHAR,7.43E+11,Residential,9,04-03-2021,25-03-2024,04-04-2021,Pending,1678,Manoj Pandey,Documents verification in progress
338,MARTHA,Male,North,KARNATAKA,560041,INDIVIDUAL,VOTER_ID,84040,Commercial,6,25-01-2021,03-12-2024,25-02-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
339,MARISSA,Male,North,KARNATAKA,560001,INDIVIDUAL,PASSPORT,931497517,Commercial,12,08-03-2021,21-02-2024,08-04-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
340,LORRAINE,Male,North,KARNATAKA,560016,INDIVIDUAL,VOTER_ID,75470,Residential,5,13-07-2021,05-03-2024,13-08-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
341,MOLLY,Male,North,KARNATAKA,560054,INDIVIDUAL,AADHAR,4.98E+11,Residential,8,12-09-2021,15-08-2024,12-10-2021,Pending,1460,HEM CHAND,Documents verification in progress
342,VIVIAN,Male,North,KARNATAKA,560050,JOINT,VOTER_ID,70521,Commercial,7,10-12-2021,23-12-2024,10-01-2022,Pending,1460,HEM CHAND,Documents verification in progress
343,TAMARA,Male,North,KARNATAKA,560051,INDIVIDUAL,AADHAR,3.35E+11,Residential,6,28-03-2021,19-11-2024,28-04-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
344,SHEILA,Male,North,KARNATAKA,560060,INDIVIDUAL,PAN,6413123,Commercial,2,17-02-2021,12-10-2024,17-03-2021,Pending,1460,HEM CHAND,Documents verification in progress
345,BARRY,Male,North,KARNATAKA,560014,INDIVIDUAL,VOTER_ID,88053,Commercial,11,12-01-2021,22-09-2024,12-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
346,PETE,Male,North,KARNATAKA,560002,INDIVIDUAL,PASSPORT,764335797,Commercial,1,16-03-2021,23-08-2024,16-04-2021,Approved,2456,RAHUL SINGH,Installation pending
347,SOPHIA,Male,North,KARNATAKA,560017,INDIVIDUAL,PASSPORT,305744996,Residential,11,25-01-2021,02-01-2022,25-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
348,MARILYN,Male,North,KARNATAKA,560030,INDIVIDUAL,AADHAR,9.02E+11,Commercial,4,30-12-2021,08-05-2024,30-01-2022,Approved,1678,Manoj Pandey,Installation pending
349,ARTHUR,Male,North,KARNATAKA,560005,INDIVIDUAL,PAN,4917104,Commercial,12,12-03-2021,25-08-2024,12-04-2021,Approved,1460,HEM CHAND,Installation pending
350,LAWRENCE,Male,North,KARNATAKA,560038,INDIVIDUAL,PASSPORT,94652380,Commercial,6,02-05-2021,07-04-2024,02-06-2021,Approved,1678,Manoj Pandey,Installation pending
351,OLGA,Male,North,KARNATAKA,560047,JOINT,AADHAR,4.82E+11,Residential,12,12-12-2021,22-10-2024,12-01-2022,Approved,1678,Manoj Pandey,Installation pending
352,TYLER,Male,North,KARNATAKA,560055,JOINT,VOTER_ID,74595,Residential,6,01-09-2021,12-11-2024,01-10-2021,Approved,2456,RAHUL SINGH,Installation pending
353,ÓSCAR,Male,North,KARNATAKA,560054,INDIVIDUAL,VOTER_ID,94923,Residential,5,30-10-2021,28-05-2024,30-11-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
354,KERRY,Male,North,KARNATAKA,560017,JOINT,PAN,6850743,Residential,7,22-05-2021,04-08-2024,22-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
355,JULIO,Male,North,KARNATAKA,560053,INDIVIDUAL,VOTER_ID,88898,Residential,5,20-09-2021,12-11-2024,20-10-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
356,CARLA,Male,North,KARNATAKA,560015,INDIVIDUAL,PASSPORT,959945742,Residential,12,02-10-2021,27-10-2024,02-11-2021,Pending,1678,Manoj Pandey,Documents verification in progress
357,YVONNE,Male,North,KARNATAKA,560032,INDIVIDUAL,PASSPORT,71293756,Commercial,5,13-10-2021,06-05-2024,13-11-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
358,SASHA,Male,North,KARNATAKA,560008,INDIVIDUAL,PASSPORT,380637930,Residential,1,06-04-2021,,06-05-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
359,HARRY,Male,North,KARNATAKA,560012,INDIVIDUAL,AADHAR,3.92E+11,Commercial,2,02-12-2021,,02-01-2022,Pending,1678,Manoj Pandey,Documents verification in progress
360,TRAVIS,Male,North,KARNATAKA,560048,INDIVIDUAL,PASSPORT,256053316,Residential,3,03-08-2021,,03-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
361,JULIAN,Male,North,KARNATAKA,560010,INDIVIDUAL,VOTER_ID,89615,Commercial,3,10-09-2021,,10-10-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
362,DINA,Male,North,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,78390,Residential,2,09-04-2021,,09-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
363,RITA,Male,North,KARNATAKA,560043,JOINT,PASSPORT,239878526,Commercial,2,21-08-2021,,21-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
364,ROGER,Male,South,KARNATAKA,560045,JOINT,VOTER_ID,89773,Residential,5,13-07-2021,,13-08-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
365,ANGIE,Male,South,KARNATAKA,560053,INDIVIDUAL,VOTER_ID,99378,Commercial,10,01-09-2021,12-06-2024,01-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
366,JOY,Male,South,KARNATAKA,560010,INDIVIDUAL,PASSPORT,384637089,Commercial,9,23-03-2021,13-09-2024,23-04-2021,Approved,4510,VINOD GUPTA,Installation pending
367,NELSON,Male,South,KARNATAKA,560051,INDIVIDUAL,AADHAR,3.88E+11,Commercial,10,27-01-2021,20-08-2024,27-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
368,JUDITH,Male,South,KARNATAKA,560049,INDIVIDUAL,PASSPORT,731230196,Residential,4,21-02-2021,15-06-2024,21-03-2021,Approved,1311,Sudhanshu Gupta,Installation pending
369,APRIL,Male,South,KARNATAKA,560010,INDIVIDUAL,VOTER_ID,72493,Commercial,2,18-08-2021,,18-09-2021,Pending,1678,Manoj Pandey,Documents verification in progress
370,ROSA,Male,South,KARNATAKA,560052,INDIVIDUAL,VOTER_ID,70273,Commercial,9,24-05-2021,,24-06-2021,Pending,1678,Manoj Pandey,Documents verification in progress
371,ANNETTE,Male,South,KARNATAKA,560064,INDIVIDUAL,PASSPORT,542614500,Commercial,2,21-11-2021,,21-12-2021,Pending,1460,HEM CHAND,Documents verification in progress
372,HOWARD,Male,South,KARNATAKA,560056,INDIVIDUAL,VOTER_ID,99876,Commercial,7,05-10-2021,18-02-2024,05-11-2021,Approved,1460,HEM CHAND,Installation pending
373,SHIRLEY,Male,South,KARNATAKA,560036,JOINT,AADHAR,4.78E+11,Commercial,1,05-10-2021,12-08-2024,05-11-2021,Approved,4510,VINOD GUPTA,Installation pending
374,MARCUS,Male,South,KARNATAKA,560034,INDIVIDUAL,PASSPORT,783209302,Residential,7,17-12-2021,,17-01-2022,Pending,1311,Sudhanshu Gupta,Documents verification in progress
375,ANITA,Male,South,KARNATAKA,560014,INDIVIDUAL,VOTER_ID,76918,Commercial,6,22-05-2021,,22-06-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
376,FERNANDO,Male,South,KARNATAKA,560004,INDIVIDUAL,PASSPORT,628884506,Residential,6,26-09-2021,,26-10-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
377,GAIL,Male,South,KARNATAKA,560006,INDIVIDUAL,PASSPORT,391839184,Residential,4,14-05-2021,09-03-2024,14-06-2021,Approved,4510,VINOD GUPTA,Installation pending
378,RICKY,Male,South,KARNATAKA,560064,INDIVIDUAL,VOTER_ID,98404,Residential,5,26-06-2021,18-12-2024,26-07-2021,Approved,1678,Manoj Pandey,Installation pending
379,DONALD,Male,South,KARNATAKA,560034,INDIVIDUAL,AADHAR,8.81E+11,Commercial,1,14-10-2021,,14-11-2021,Pending,1460,HEM CHAND,Documents verification in progress
380,SUE,Male,South,KARNATAKA,560009,INDIVIDUAL,PASSPORT,833928432,Residential,6,18-12-2021,,18-01-2022,Pending,4510,VINOD GUPTA,Documents verification in progress
381,MARCO,Male,South,KARNATAKA,560001,INDIVIDUAL,AADHAR,6.64E+11,Commercial,1,09-02-2021,,09-03-2021,Pending,1678,Manoj Pandey,Documents verification in progress
382,WAYNE,Male,South,KARNATAKA,560060,JOINT,PASSPORT,588516064,Residential,2,06-03-2021,,06-04-2021,Pending,1678,Manoj Pandey,Documents verification in progress
383,JÓHANNA,Male,South,KARNATAKA,560043,JOINT,PAN,4823514,Residential,10,09-09-2021,,09-10-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
384,ÖLIVIA,Male,South,KARNATAKA,560036,INDIVIDUAL,PAN,1654481,Residential,9,03-03-2021,,03-04-2021,Pending,1678,Manoj Pandey,Documents verification in progress
385,TAYLOR,Male,South,KARNATAKA,560040,JOINT,PASSPORT,175838076,Commercial,8,01-12-2021,,01-01-2022,Pending,1678,Manoj Pandey,Documents verification in progress
386,AMBER,Male,South,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,85260,Residential,2,10-02-2021,14-05-2024,10-03-2021,Approved,1460,HEM CHAND,Installation pending
387,MARISA,Male,South,KARNATAKA,560061,INDIVIDUAL,PASSPORT,382375170,Commercial,9,20-11-2021,17-07-2024,20-12-2021,Approved,2456,RAHUL SINGH,Installation pending
388,AL,Male,South,KARNATAKA,560021,INDIVIDUAL,PAN,3696499,Residential,2,16-09-2021,30-04-2024,16-10-2021,Approved,2456,RAHUL SINGH,Installation pending
389,LINDSEY,Male,South,KARNATAKA,560007,INDIVIDUAL,VOTER_ID,76666,Commercial,9,24-03-2021,24-10-2024,24-04-2021,Approved,1678,Manoj Pandey,Installation pending
390,JILLIAN,Male,South,KARNATAKA,560028,INDIVIDUAL,AADHAR,5.15E+11,Residential,11,09-05-2021,,09-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
391,NADIA,Male,South,KARNATAKA,560016,INDIVIDUAL,PASSPORT,846741280,Commercial,5,31-10-2021,,30-11-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
392,ROBERTO,Male,South,KARNATAKA,560008,INDIVIDUAL,PASSPORT,858241523,Residential,3,04-04-2021,,04-05-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
393,YVETTE,Male,South,KARNATAKA,560004,INDIVIDUAL,PAN,2593187,Residential,4,17-12-2021,18-08-2024,17-01-2022,Approved,1678,Manoj Pandey,Installation pending
394,FRANCISCO,Male,South,KARNATAKA,560042,JOINT,AADHAR,4.86E+11,Commercial,4,24-08-2021,24-11-2024,24-09-2021,Approved,2456,RAHUL SINGH,Installation pending
395,HOLLY,Male,South,KARNATAKA,560033,JOINT,PAN,2493851,Commercial,11,28-12-2021,,28-01-2022,Pending,1460,HEM CHAND,Documents verification in progress
396,YOLANDA,Male,South,KARNATAKA,560054,INDIVIDUAL,PASSPORT,513270294,Residential,2,26-06-2021,,26-07-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
397,JOANN,Male,South,KARNATAKA,560042,INDIVIDUAL,PASSPORT,576655151,Residential,12,23-06-2021,,23-07-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
398,SIMONE,Male,South,KARNATAKA,560048,INDIVIDUAL,PAN,7725205,Residential,8,04-08-2021,,04-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
399,JESSIE,Male,South,KARNATAKA,560008,INDIVIDUAL,PAN,4435836,Residential,3,17-11-2021,,17-12-2021,Pending,1460,HEM CHAND,Documents verification in progress
400,ZACH,Male,South,KARNATAKA,560047,INDIVIDUAL,PAN,2103877,Residential,6,15-02-2021,23-07-2024,15-03-2021,Approved,2456,RAHUL SINGH,Installation pending
401,ANDRÉS,Male,South,KARNATAKA,560015,INDIVIDUAL,PASSPORT,557780157,Residential,4,15-03-2021,22-07-2024,15-04-2021,Approved,1460,HEM CHAND,Installation pending
402,PEDRO,Male,South,KARNATAKA,560064,INDIVIDUAL,PASSPORT,369144272,Commercial,5,22-07-2021,07-06-2024,22-08-2021,Approved,1460,HEM CHAND,Installation pending
403,LILY,Male,South,KARNATAKA,560028,INDIVIDUAL,VOTER_ID,78267,Residential,4,10-04-2021,09-02-2024,10-05-2021,Approved,1678,Manoj Pandey,Installation pending
404,DREW,Male,South,KARNATAKA,560031,JOINT,PAN,6053694,Commercial,12,20-09-2021,,20-10-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
405,CHAD,Male,South,KARNATAKA,560047,INDIVIDUAL,AADHAR,3.16E+11,Commercial,7,22-10-2021,,22-11-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
406,JAVIER,Male,South,KARNATAKA,560048,INDIVIDUAL,PAN,2664255,Commercial,9,08-04-2021,,08-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
407,FRANCES,Male,South,KARNATAKA,560047,INDIVIDUAL,PASSPORT,722107456,Residential,3,04-09-2021,01-09-2024,04-10-2021,Approved,1678,Manoj Pandey,Installation pending
408,KATHRYN,Male,South,KARNATAKA,560048,INDIVIDUAL,PASSPORT,881096867,Commercial,5,19-11-2021,24-10-2024,19-12-2021,Approved,4510,VINOD GUPTA,Installation pending
409,LEO,Male,South,KARNATAKA,560050,INDIVIDUAL,PAN,4937581,Residential,8,09-01-2021,,09-02-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
410,CAROLINA,Male,South,KARNATAKA,560060,INDIVIDUAL,AADHAR,6.82E+11,Residential,12,25-02-2021,,25-03-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
411,NATALIA,Male,South,KARNATAKA,560008,INDIVIDUAL,PASSPORT,805954197,Residential,5,25-04-2021,,25-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
412,HEIDI,Male,South,KARNATAKA,560055,INDIVIDUAL,VOTER_ID,85718,Commercial,7,23-06-2021,,23-07-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
413,JOSEPHINE,Male,South,KARNATAKA,560006,JOINT,VOTER_ID,85656,Residential,7,11-04-2021,,11-05-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
414,NAOMI,Male,South,KARNATAKA,560038,JOINT,VOTER_ID,85574,Commercial,5,02-08-2021,04-03-2024,02-09-2021,Approved,2456,RAHUL SINGH,Installation pending
415,CASEY,Male,South,KARNATAKA,560007,INDIVIDUAL,VOTER_ID,94646,Residential,1,19-01-2021,15-07-2024,19-02-2021,Approved,4510,VINOD GUPTA,Installation pending
416,BONNIE,Male,South,KARNATAKA,560007,JOINT,AADHAR,7.31E+11,Residential,7,13-06-2021,13-08-2024,13-07-2021,Approved,1311,Sudhanshu Gupta,Installation pending
417,MANUEL,Male,South,KARNATAKA,560049,INDIVIDUAL,PAN,4737486,Commercial,1,26-06-2021,31-01-2022,26-07-2021,Approved,4510,VINOD GUPTA,Installation pending
418,WALTER,Male,South,KARNATAKA,560020,INDIVIDUAL,PAN,4688843,Commercial,1,15-04-2021,,15-05-2021,Pending,1678,Manoj Pandey,Documents verification in progress
419,TRACEY,Male,South,KARNATAKA,560043,INDIVIDUAL,VOTER_ID,77884,Commercial,2,15-07-2021,,15-08-2021,Pending,1678,Manoj Pandey,Documents verification in progress
420,DARREN,Male,South,KARNATAKA,560044,INDIVIDUAL,VOTER_ID,79630,Residential,11,09-02-2021,,09-03-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
421,LUKE,Male,South,KARNATAKA,560021,INDIVIDUAL,PAN,1739314,Commercial,2,25-12-2021,05-11-2024,25-01-2022,Approved,1460,HEM CHAND,Installation pending
422,GLENN,Male,South,KARNATAKA,560029,INDIVIDUAL,PASSPORT,688607767,Commercial,8,24-04-2021,09-11-2024,24-05-2021,Approved,4510,VINOD GUPTA,Installation pending
423,CAMILLE,Male,South,KARNATAKA,560046,INDIVIDUAL,PAN,6347756,Commercial,6,04-10-2021,,04-11-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
